rot_x,rot_y,rot_z,running_mean_x,running_mean_y,running_mean_z
-0.503150,0.625019,-0.596818,0.000456,0.069906,0.044642
-0.828907,-0.558819,-0.025207,-0.001659,0.068302,0.044464
-0.819139,0.097874,0.565184,-0.003739,0.068378,0.045789
-0.094474,-0.508750,0.855715,-0.003970,0.066913,0.047844
-0.808496,0.290221,0.511963,-0.006007,0.067478,0.049019
0.452556,0.294149,0.841825,-0.004849,0.068050,0.051021
0.684458,-0.360729,0.633556,-0.003112,0.066970,0.052489
-0.130824,0.225152,0.965501,-0.003433,0.067368,0.054783
-0.400910,0.766912,0.501116,-0.004429,0.069121,0.055901
-0.839435,0.003185,-0.543451,-0.006517,0.068956,0.054403
-0.959804,-0.240099,-0.145358,-0.008894,0.068186,0.053905
-0.585228,-0.754975,-0.295840,-0.010328,0.066138,0.053035
0.577282,0.646373,-0.498946,-0.008870,0.067578,0.051665
-0.153563,-0.117323,-0.981149,-0.009228,0.067120,0.049109
0.138118,0.318256,0.937889,-0.008864,0.067740,0.051303
-0.733806,-0.669994,-0.112415,-0.010650,0.065923,0.050900
0.740338,-0.290385,-0.606280,-0.008804,0.065048,0.049285
0.271533,0.641440,0.717512,-0.008117,0.066460,0.050923
0.698515,0.375135,0.609385,-0.006390,0.067215,0.052289
-0.681831,-0.296577,-0.668692,-0.008037,0.066328,0.050530
-0.042219,0.391222,-0.919328,-0.008120,0.067118,0.048170
-0.943917,0.294352,-0.149593,-0.010392,0.067670,0.047690
0.936425,-0.247146,0.249053,-0.008099,0.066907,0.048178
-0.480014,0.137281,-0.866453,-0.009239,0.067077,0.045969
0.650652,-0.199473,0.732709,-0.007649,0.066435,0.047623
-0.599490,-0.701329,-0.385682,-0.009072,0.064590,0.046582
0.424173,0.868001,0.258171,-0.008033,0.066516,0.047089
-0.908280,0.345305,0.236202,-0.010186,0.067183,0.047542
-0.622178,0.077882,-0.778992,-0.011647,0.067209,0.045569
-0.526862,-0.841360,-0.120541,-0.012874,0.065045,0.045173
-0.300056,-0.626138,0.719664,-0.013556,0.063404,0.046776
-0.110569,-0.579266,-0.807605,-0.013786,0.061881,0.044751
0.456496,-0.003122,-0.889720,-0.012674,0.061727,0.042542
-0.927215,0.121752,0.354187,-0.014831,0.061869,0.043277
-0.446918,-0.763162,0.466741,-0.015847,0.059927,0.044273
0.773253,0.499787,-0.390248,-0.013995,0.060960,0.043253
0.939042,-0.264057,0.220167,-0.011763,0.060199,0.043668
-0.938596,0.345018,0.000830,-0.013929,0.060864,0.043567
-0.596834,0.464109,-0.654516,-0.015287,0.061804,0.041940
0.093843,0.940384,0.326911,-0.015034,0.063847,0.042603
0.988757,-0.036423,0.145029,-0.012705,0.063615,0.042841
0.457936,-0.783412,0.420191,-0.011615,0.061654,0.043714
0.151994,0.083131,-0.984879,-0.011237,0.061704,0.041339
0.194572,0.711912,-0.674776,-0.010763,0.063202,0.039689
-0.979882,0.114586,0.163406,-0.012991,0.063320,0.039973
-0.589337,0.222839,-0.776546,-0.014313,0.063686,0.038100
-0.913810,-0.383311,0.134256,-0.016371,0.062663,0.038320
