rot_x,rot_y,rot_z,running_mean_x,running_mean_y,running_mean_z
0.371492,-0.147562,-0.916635,0.027497,-0.049137,0.081998
-0.626050,-0.208527,0.751384,0.024057,-0.049976,0.085521
-0.410008,0.761272,0.502353,0.021784,-0.045729,0.087703
-0.710796,-0.702167,0.041600,0.017969,-0.049148,0.087463
0.554676,0.823453,-0.119410,0.020750,-0.044626,0.086391
0.201796,0.700410,0.684620,0.021683,-0.040786,0.089475
-0.327772,0.083984,-0.941017,0.019891,-0.040146,0.084191
0.293907,0.240016,-0.925209,0.021289,-0.038717,0.079041
0.645663,-0.707706,0.286829,0.024458,-0.042113,0.080095
0.388717,0.253968,-0.885663,0.026298,-0.040617,0.075218
-0.821614,0.517175,-0.239751,0.022037,-0.037814,0.073635
0.423466,0.903471,0.066451,0.024044,-0.033108,0.073599
0.125881,-0.682621,0.719849,0.024551,-0.036339,0.076814
-0.603281,-0.614792,0.508019,0.021443,-0.039203,0.078949
-0.006515,0.835105,-0.550052,0.021305,-0.034896,0.075850
0.668433,-0.649583,0.362270,0.024477,-0.037909,0.077254
0.475841,0.611867,0.631818,0.026679,-0.034740,0.079960
0.141234,0.410673,0.900778,0.027235,-0.032577,0.083944
-0.693597,0.632299,-0.345138,0.023753,-0.029365,0.081871
-0.159392,0.888638,0.430019,0.022872,-0.024952,0.083545
0.399935,-0.529580,0.748062,0.024677,-0.027366,0.086725
-0.243476,-0.367502,0.897587,0.023400,-0.028986,0.090586
0.161000,-0.808666,0.565808,0.024052,-0.032681,0.092838
-0.840026,0.389484,-0.377702,0.019976,-0.030690,0.090619
0.409469,0.409196,0.815410,0.021805,-0.028625,0.094021
-0.920220,-0.391389,0.003081,0.017403,-0.030320,0.093596
0.048105,0.641461,0.765646,0.017545,-0.027195,0.096722
-0.355286,-0.709112,0.609042,0.015819,-0.030352,0.099094
-0.712657,0.318462,-0.625062,0.012462,-0.028745,0.095757
-0.782213,-0.500496,-0.371008,0.008817,-0.030909,0.093616
-0.286004,-0.816183,0.502043,0.007471,-0.034495,0.095481
0.463552,0.591494,0.659738,0.009544,-0.031649,0.098046
0.020360,-0.423475,0.905679,0.009593,-0.033422,0.101700
0.704395,-0.341905,-0.622036,0.012722,-0.034812,0.098440
0.048875,-0.665694,0.744623,0.012885,-0.037641,0.101338
-0.875446,-0.247806,-0.414952,0.008919,-0.038579,0.099033
0.144501,0.795177,-0.588909,0.009521,-0.034873,0.095975
-0.984128,0.131302,-0.119384,0.005125,-0.034138,0.095022
0.320462,0.934657,0.154014,0.006514,-0.029870,0.095282
-0.878260,-0.148524,-0.454533,0.002633,-0.030391,0.092871
0.418920,0.205900,-0.884370,0.004451,-0.029359,0.088603
0.025855,-0.701137,0.712558,0.004544,-0.032280,0.091316
0.564802,-0.711162,-0.418625,0.006970,-0.035219,0.089109
-0.940793,0.037654,-0.336884,0.002884,-0.034904,0.087272
-0.769882,0.636300,-0.049044,-0.000432,-0.032024,0.086687
0.114635,-0.330676,-0.936756,0.000060,-0.033300,0.082314
-0.263498,0.963602,-0.045160,-0.001062,-0.029058,0.081771
