rot_x,rot_y,rot_z,running_mean_x,running_mean_y,running_mean_z
0.098985,-0.937902,-0.332478,-0.011899,-0.040054,0.041143
0.207283,0.513915,0.832422,-0.010875,-0.037465,0.044841
0.641565,0.763846,-0.070232,-0.007840,-0.033738,0.044306
0.616604,0.614472,-0.492162,-0.004949,-0.030737,0.041822
-0.763108,0.272658,0.585939,-0.008443,-0.029339,0.044330
0.754546,-0.600048,-0.265714,-0.004943,-0.031957,0.042907
0.298625,0.944232,0.138740,-0.003557,-0.027499,0.043345
0.644177,-0.634348,0.427362,-0.000613,-0.030258,0.045090
0.414638,-0.387916,-0.823162,0.001266,-0.031876,0.041162
-0.155968,-0.817382,-0.554581,0.000558,-0.035414,0.038478
-0.670896,0.137681,0.728658,-0.002453,-0.034638,0.041573
-0.985058,0.160984,-0.061191,-0.006840,-0.033765,0.041114
-0.978567,-0.205929,0.000614,-0.011158,-0.034530,0.040934
-0.834592,0.178753,-0.521060,-0.014802,-0.033586,0.038448
0.780477,-0.357504,-0.512880,-0.011298,-0.035013,0.036019
0.961452,-0.129007,-0.242830,-0.007032,-0.035426,0.034796
0.001238,0.290789,0.956786,-0.006996,-0.034001,0.038822
-0.731322,-0.416729,-0.539912,-0.010145,-0.035665,0.036306
0.130210,0.976302,0.172859,-0.009537,-0.031284,0.036897
0.616630,-0.334315,-0.712742,-0.006838,-0.032590,0.033666
-0.421426,-0.588110,-0.690309,-0.008618,-0.034975,0.030559
0.458434,0.794048,0.399157,-0.006622,-0.031432,0.032134
0.839960,0.538617,-0.066024,-0.003019,-0.029006,0.031716
-0.204957,-0.224495,0.952678,-0.003875,-0.029834,0.035619
0.288165,0.792133,0.538040,-0.002643,-0.026366,0.037738
0.860256,-0.101644,0.499628,0.000983,-0.026682,0.039679
-0.439233,-0.810054,-0.388442,-0.000859,-0.029960,0.037888
-0.195651,0.851086,-0.487210,-0.001671,-0.026289,0.035700
-0.462579,0.416320,-0.782750,-0.003583,-0.024453,0.032304
0.850391,0.520025,-0.080054,-0.000054,-0.022203,0.031840
0.879753,0.256632,0.400219,0.003566,-0.021055,0.033356
-0.657548,0.605645,-0.448134,0.000857,-0.018487,0.031382
0.915784,0.375684,-0.142134,0.004591,-0.016878,0.030674
-0.748729,0.232181,0.620884,0.001529,-0.015865,0.033073
0.030120,-0.998847,0.037377,0.001645,-0.019845,0.033091
-0.650653,0.755317,-0.078405,-0.000986,-0.016719,0.032641
-0.894840,-0.446195,0.013093,-0.004575,-0.018444,0.032563
-0.278647,0.857890,0.431718,-0.005672,-0.014939,0.034159
-0.918015,0.145114,-0.369040,-0.009307,-0.014301,0.032553
0.503551,0.070219,0.861107,-0.007271,-0.013966,0.035841
0.572888,0.819612,0.005957,-0.004978,-0.010671,0.035723
0.913775,0.272106,-0.301618,-0.001361,-0.009558,0.034395
-0.483700,0.647476,-0.588906,-0.003253,-0.006981,0.031950
-0.992087,0.002609,0.125526,-0.007115,-0.006944,0.032316
-0.488875,-0.311209,-0.814954,-0.008990,-0.008128,0.029019
0.872367,0.452836,-0.184160,-0.005574,-0.006341,0.028193
0.442852,0.872723,0.205517,-0.003842,-0.002947,0.028877
0.401136,0.915491,0.031091,-0.002285,0.000586,0.028886
-0.668925,-0.094282,-0.737327,-0.004839,0.000222,0.025950
-0.301858,-0.187518,0.934729,-0.005973,-0.000495,0.029419
0.944268,-0.209271,0.254095,-0.002360,-0.001288,0.030273
-0.362959,0.895648,0.257051,-0.003725,0.002109,0.031132
0.800727,-0.069621,0.594970,-0.000690,0.001838,0.033260
0.925081,0.100052,0.366353,0.002791,0.002208,0.034512
0.595812,-0.575128,0.560568,0.005012,0.000045,0.036482
-0.816458,0.564436,0.121685,0.001946,0.002151,0.036800
0.709151,0.465995,-0.529107,0.004575,0.003876,0.034696
-0.534888,0.104396,0.838449,0.002577,0.004248,0.037673
0.458972,0.347338,-0.817741,0.004262,0.005514,0.034517
-0.415641,0.124711,-0.900938,0.002718,0.005952,0.031078
-0.214110,-0.830936,-0.513520,0.001924,0.002887,0.029083
0.923791,-0.202003,-0.325275,0.005288,0.002139,0.027789
0.009032,-0.414815,0.909861,0.005302,0.000623,0.030997
0.915063,0.317559,0.248628,0.008598,0.001771,0.031785
0.702509,-0.620035,-0.349339,0.011103,-0.000474,0.030410
-0.346807,0.588424,0.730399,0.009816,0.001645,0.032928
0.389778,0.130009,-0.911685,0.011177,0.002105,0.029542
0.993716,-0.051281,-0.099491,0.014686,0.001914,0.029081
-0.485255,0.015990,-0.874227,0.012907,0.001964,0.025866
0.106380,-0.332944,0.936927,0.013239,0.000776,0.029097
0.319925,0.311846,0.894651,0.014323,0.001876,0.032156
0.956674,-0.116893,0.266668,0.017641,0.001457,0.032981
0.857386,-0.506684,-0.090336,0.020587,-0.000325,0.032549
-0.746287,0.566179,-0.349995,0.017906,0.001655,0.031211
0.268222,-0.249241,-0.930557,0.018778,0.000781,0.027860
0.771833,0.547137,0.323904,0.021393,0.002678,0.028888
-0.766101,-0.229218,-0.600456,0.018668,0.001876,0.026710
0.383115,0.790445,-0.477932,0.019925,0.004595,0.024970
-0.098827,0.765689,-0.635574,0.019516,0.007210,0.022700
-0.050411,-0.998065,0.036399,0.019277,0.003768,0.022747
-0.027071,-0.974305,0.223601,0.019119,0.000430,0.023433
0.477854,-0.876322,0.060950,0.020679,-0.002553,0.023560
-0.013681,0.929564,0.368407,0.020563,0.000607,0.024729
-0.907049,0.414569,-0.073441,0.017429,0.002006,0.024398
0.882891,0.050061,0.466902,0.020343,0.002167,0.025887
0.925761,-0.377763,-0.016180,0.023381,0.000893,0.025746
-0.900562,-0.113808,0.419566,0.020291,0.000509,0.027063
-0.551234,0.459771,0.696241,0.018386,0.002040,0.029294
0.127160,-0.614463,-0.778631,0.018747,-0.000008,0.026610
0.045152,-0.207527,-0.977187,0.018835,-0.000696,0.023286
0.534456,0.638075,-0.554272,0.020536,0.001413,0.021380
-0.303354,0.521927,0.797225,0.019471,0.003125,0.023932
-0.107155,0.983611,0.145006,0.019056,0.006340,0.024329
-0.958496,-0.127115,0.255200,0.015861,0.005903,0.025083
-0.243726,-0.468787,-0.849021,0.015016,0.004357,0.022236
-0.059224,0.866890,-0.494969,0.014775,0.007158,0.020557
-0.594865,0.331187,0.732428,0.012802,0.008206,0.022861
0.750734,-0.505869,-0.424846,0.015182,0.006548,0.021417
-0.302296,0.250386,0.919741,0.014161,0.007332,0.024305
0.303190,-0.787573,0.536475,0.015088,0.004784,0.025947
0.640046,-0.329216,-0.694232,0.017084,0.003717,0.023646
0.194329,0.375274,0.906314,0.017649,0.004900,0.026457
-0.591678,0.390238,-0.705430,0.015714,0.006124,0.024133
0.475828,0.067041,-0.876980,0.017171,0.006316,0.021282
-0.851981,-0.151758,0.501097,0.014429,0.005818,0.022795
-0.203786,-0.174059,-0.963418,0.013742,0.005252,0.019694
0.940632,-0.030828,0.338025,0.016648,0.005139,0.020692
0.479088,-0.760037,-0.439111,0.018093,0.002748,0.019255
0.136556,-0.513728,-0.847016,0.018462,0.001139,0.016556
0.412937,0.485522,0.770553,0.019687,0.002643,0.018898
-0.632279,0.768935,0.094672,0.017669,0.005016,0.019133
-0.686492,-0.582256,0.435552,0.015496,0.003203,0.020418
0.154846,-0.798190,0.582165,0.015924,0.000737,0.022146
0.467368,-0.177227,0.866117,0.017309,0.000191,0.024735
-0.926784,-0.363854,-0.093174,0.014422,-0.000922,0.024375
-0.196052,-0.565330,0.801227,0.013780,-0.002643,0.026743
0.182542,-0.556752,0.810374,0.014293,-0.004327,0.029125
-0.310973,0.063774,0.948277,0.013308,-0.004121,0.031910
-0.663568,0.347330,-0.662600,0.011263,-0.003059,0.029812
0.843518,0.332634,0.421701,0.013769,-0.002048,0.030992
0.334802,-0.853503,-0.399299,0.014733,-0.004605,0.029700
0.253454,-0.648783,-0.717524,0.015448,-0.006533,0.027463
0.826324,-0.352314,0.439389,0.017869,-0.007565,0.028693
-0.658141,-0.514152,-0.549998,0.015857,-0.009073,0.026970
-0.282613,-0.598148,0.749899,0.014971,-0.010821,0.029116
-0.993121,0.002005,0.117073,0.011989,-0.010783,0.029376
-0.354001,0.679788,-0.642317,0.010909,-0.008746,0.027394
-0.348812,0.790493,-0.503439,0.009851,-0.006395,0.025833
-0.135782,-0.963737,-0.229728,0.009424,-0.009203,0.025084
-0.359223,-0.071930,0.930476,0.008346,-0.009386,0.027731
0.574193,0.094215,0.813281,0.009996,-0.009084,0.030021
-0.554720,-0.596045,0.580531,0.008354,-0.010790,0.031622
0.071493,0.828092,-0.556015,0.008537,-0.008359,0.029918
-0.889783,0.206656,-0.406915,0.005941,-0.007738,0.028656
0.866029,-0.012271,-0.499843,0.008419,-0.007751,0.027133
0.630375,-0.589069,0.505594,0.010207,-0.009421,0.028508
0.313762,-0.916211,0.249219,0.011076,-0.012019,0.029140
-0.501123,-0.542129,0.674516,0.009613,-0.013534,0.030984
0.484678,-0.596388,-0.639851,0.010967,-0.015194,0.029073
0.079428,-0.358103,0.930297,0.011161,-0.016169,0.031633
-0.682505,0.020076,-0.730605,0.009196,-0.016066,0.029474
-0.179348,-0.814083,-0.552361,0.008663,-0.018320,0.027830
-0.946466,0.003505,-0.322785,0.005973,-0.018259,0.026842
-0.730736,0.495180,0.469917,0.003903,-0.016816,0.028087
0.787310,-0.323300,0.524996,0.006098,-0.017675,0.029479
0.732826,-0.041047,-0.679176,0.008128,-0.017740,0.027499
-0.692002,-0.712835,0.114015,0.006178,-0.019676,0.027740
-0.091798,0.718646,0.689290,0.005905,-0.017626,0.029578
-0.919087,-0.363772,0.151489,0.003343,-0.018584,0.029916
-0.010259,-0.267255,-0.963571,0.003306,-0.019271,0.027171
0.772886,0.084468,-0.628898,0.005426,-0.018986,0.025364
0.021010,-0.337706,-0.941017,0.005468,-0.019861,0.022709
0.297847,0.676208,0.673817,0.006269,-0.017954,0.024493
0.999413,0.018529,-0.028818,0.008983,-0.017854,0.024347
0.780318,-0.601124,-0.172491,0.011085,-0.019444,0.023811
-0.768910,-0.611640,0.186212,0.008965,-0.021053,0.024252
-0.369897,0.792276,-0.485257,0.007938,-0.018849,0.022871
0.532166,-0.586225,-0.610852,0.009355,-0.020382,0.021159
-0.074456,-0.131300,-0.988543,0.009129,-0.020681,0.018437
-0.331211,-0.229377,-0.915251,0.008214,-0.021242,0.015927
0.516762,-0.475674,0.711822,0.009578,-0.022461,0.017793
0.967561,0.225263,-0.114378,0.012139,-0.021798,0.017439
0.663653,-0.092686,0.742276,0.013877,-0.021987,0.019372
-0.381990,-0.920569,-0.081459,0.012824,-0.024377,0.019104
0.813265,0.156638,0.560414,0.014947,-0.023897,0.020540
0.041955,-0.623719,-0.780522,0.015018,-0.025484,0.018421
-0.293208,-0.895905,0.333741,0.014205,-0.027780,0.019253
-0.829978,-0.357326,0.428315,0.011984,-0.028648,0.020329
0.489332,-0.016163,0.871948,0.013237,-0.028615,0.022564
-0.366496,0.156503,-0.917163,0.012242,-0.028130,0.020104
0.439993,-0.868991,-0.226407,0.013359,-0.030326,0.019461
-0.720263,-0.341480,0.603831,0.011449,-0.031136,0.020983
-0.760258,0.375813,-0.529880,0.009444,-0.030079,0.019552
-0.679005,-0.579474,0.450734,0.007661,-0.031502,0.020669
0.524819,0.197531,-0.827978,0.008997,-0.030911,0.018476
0.752409,-0.544973,-0.369979,0.010913,-0.032235,0.017475
-0.156797,0.115441,0.980861,0.010482,-0.031856,0.019951
0.595538,0.711414,0.373129,0.011982,-0.029950,0.020857
0.279558,0.712374,-0.643716,0.012667,-0.028051,0.019157
-0.527642,-0.848948,0.029681,0.011288,-0.030146,0.019184
0.290727,-0.432382,-0.853536,0.011999,-0.031169,0.016963
-0.981969,-0.044761,-0.183668,0.009476,-0.031204,0.016454
0.154734,0.198769,0.967754,0.009844,-0.030621,0.018863
-0.226562,-0.642689,-0.731861,0.009247,-0.032167,0.016967
-0.021051,0.571848,-0.820089,0.009171,-0.030646,0.014858
-0.133007,-0.440710,-0.887741,0.008814,-0.031676,0.012591
-0.333443,0.938008,-0.094644,0.007956,-0.029246,0.012322
-0.301254,0.341920,-0.890133,0.007183,-0.028318,0.010066
0.578300,0.715791,-0.391424,0.008607,-0.026462,0.009064
-0.350709,-0.899850,0.259371,0.007713,-0.028635,0.009687
-0.629083,-0.771366,0.096170,0.006133,-0.030478,0.009902
-0.722118,-0.034810,-0.690894,0.004331,-0.030488,0.008167
0.604636,0.516373,-0.606444,0.005813,-0.029138,0.006650
-0.526371,0.592502,-0.609815,0.004502,-0.027607,0.005131
0.455682,-0.748279,0.482112,0.005611,-0.029378,0.006303
-0.494747,0.112358,-0.861743,0.004384,-0.029030,0.004176
0.081156,-0.780714,-0.619596,0.004572,-0.030868,0.002650
0.038736,0.517929,-0.854546,0.004655,-0.029530,0.000560
0.561524,-0.490445,-0.666449,0.006010,-0.030651,-0.001063
-0.701300,-0.253217,-0.666378,0.004293,-0.031191,-0.002678
-0.150637,0.342333,0.927425,0.003918,-0.030287,-0.000426
0.318495,0.714228,0.623249,0.004678,-0.028488,0.001080
0.185218,-0.794827,0.577879,0.005113,-0.030335,0.002470
0.204529,0.829955,-0.518982,0.005592,-0.028267,0.001217
0.945513,0.264871,-0.189338,0.007846,-0.027564,0.000760
-0.665709,0.736973,0.117056,0.006235,-0.025735,0.001038
-0.485585,-0.832261,-0.267486,0.005061,-0.027660,0.000397
-0.332194,0.704992,-0.626605,0.004258,-0.025916,-0.001096
-0.660618,-0.501672,-0.558488,0.002679,-0.027046,-0.002420
0.193070,-0.935604,0.295583,0.003130,-0.029199,-0.001713
0.460116,0.380248,0.802312,0.004211,-0.028231,0.000187
0.060957,-0.319128,-0.945749,0.004344,-0.028917,-0.002044
-0.129778,0.960184,0.247397,0.004029,-0.026589,-0.001457
