iter,rot_x,rot_y,rot_z,rot_w,mean_x,mean_y,mean_z,mean_w,roll,pitch,yaw,mean_roll,mean_pitch,mean_yaw,success_rate
499,0.978173,0.136350,-0.156800,0.596817,-0.020504,0.022062,0.161382,0.224060,1.865283,0.157450,0.138501,0.039626,-0.189583,0.101728,0.918367
500,0.927018,0.048247,-0.371900,0.535383,-0.018609,0.022115,0.160316,0.224683,1.997827,0.381055,0.051999,0.043542,-0.188441,0.101628,0.928571
501,0.775290,0.026076,-0.631067,0.376815,-0.017024,0.022122,0.158736,0.224987,2.330611,0.682928,0.033621,0.048107,-0.186702,0.101493,0.928571
502,0.663697,0.144623,-0.733887,0.170184,-0.015668,0.022366,0.156958,0.224877,2.860263,0.824027,0.214551,0.053709,-0.184689,0.101718,0.928571
503,0.684258,0.301827,-0.663847,-0.052187,-0.014277,0.022922,0.155326,0.224327,-2.868045,0.725950,0.415429,0.047900,-0.182878,0.102342,0.928571
504,0.822640,0.360461,-0.439695,-0.254781,-0.012616,0.023592,0.154146,0.223376,-2.504294,0.455259,0.412977,0.042836,-0.181612,0.102958,0.928571
505,0.964849,0.238135,-0.111169,-0.405821,-0.010681,0.024017,0.153620,0.222130,-2.284366,0.111400,0.241974,0.038228,-0.181032,0.103233,0.919192
506,0.966678,-0.036264,0.253415,-0.481622,-0.008749,0.023897,0.153818,0.220739,-2.122470,-0.256209,-0.037497,0.033958,-0.181180,0.102955,0.919192
507,0.743287,-0.330884,0.581413,-0.469881,-0.007266,0.023198,0.154661,0.219377,-1.950732,-0.620464,-0.418824,0.030043,-0.182047,0.101926,0.919192
508,0.324204,-0.482570,0.813645,-0.370993,-0.006613,0.022202,0.155958,0.218215,-1.659530,-0.950394,-0.979229,0.026717,-0.183559,0.099798,0.919192
509,-0.150329,-0.382512,0.911639,-0.197756,-0.006896,0.021407,0.157443,0.217398,-1.007520,-1.147254,-1.945257,0.024686,-0.185453,0.095780,0.919192
510,-0.496978,-0.040723,0.866807,0.026429,-0.007857,0.021285,0.158834,0.217023,-0.246643,-1.048763,-3.059834,0.024154,-0.187146,0.089592,0.920000
511,-0.580674,0.418810,0.698152,0.273293,-0.008978,0.022063,0.159889,0.217133,0.062857,-0.772813,2.516748,0.024229,-0.188292,0.094342,0.920000
512,-0.374326,0.812836,0.446293,0.511376,-0.009691,0.023608,0.160449,0.217708,0.129295,-0.462619,2.002363,0.024434,-0.188827,0.098069,0.920000
513,0.029781,0.986237,0.162631,0.712553,-0.009614,0.025484,0.160453,0.218673,0.077859,-0.163357,1.540609,0.024539,-0.188778,0.100881,0.920000
514,0.468463,0.877561,-0.102127,0.855323,-0.008684,0.027142,0.159942,0.219911,-0.058923,0.102306,1.080457,0.024376,-0.188211,0.102787,0.920000
515,0.787246,0.532404,-0.311112,0.928784,-0.007139,0.028123,0.159027,0.221288,-0.276916,0.316363,0.594633,0.023791,-0.187232,0.103742,0.920792
516,0.893648,0.074781,-0.442493,0.931416,-0.005393,0.028213,0.157862,0.222664,-0.567673,0.458377,0.083486,0.022645,-0.185981,0.103702,0.920792
517,0.788067,-0.362557,-0.497497,0.872931,-0.003858,0.027457,0.156594,0.223922,-0.905415,0.520711,-0.431187,0.020850,-0.184614,0.102668,0.920792
518,0.534797,-0.685955,-0.493414,0.770310,-0.002818,0.026080,0.155339,0.224976,-1.248993,0.516011,-0.908595,0.018398,-0.183261,0.100715,0.920792
519,0.212469,-0.868477,-0.447889,0.644425,-0.002404,0.024357,0.154177,0.225785,-1.558745,0.464403,-1.330863,0.015360,-0.182013,0.097957,0.920792
520,-0.265191,-0.944359,-0.194575,0.461521,-0.002909,0.022494,0.153506,0.226238,-1.668401,0.195824,-1.844561,0.012122,-0.181287,0.094222,0.921569
521,-0.685184,-0.714133,0.143309,0.201673,-0.004218,0.021080,0.153487,0.226191,-1.740445,-0.143804,-2.335509,0.008758,-0.181215,0.089558,0.921569
522,-0.813302,-0.314153,0.489742,-0.088724,-0.005768,0.020438,0.154131,0.225588,-1.827449,-0.511794,-2.772980,0.005240,-0.181848,0.084074,0.921569
523,-0.625004,-0.010141,0.780556,-0.357064,-0.006952,0.020379,0.155328,0.224474,-1.972793,-0.895554,-3.125369,0.001458,-0.183213,0.077938,0.921569
524,-0.303795,0.008810,0.952697,0.555467,-0.007519,0.020357,0.156850,0.225105,-2.414230,-1.261988,3.112602,-0.003152,-0.185271,0.083729,0.921569
525,-0.116659,-0.239923,0.963757,0.646560,-0.007727,0.019861,0.158387,0.225908,2.231874,-1.300745,-2.023373,0.001105,-0.187396,0.079715,0.922330
526,-0.226751,-0.537909,0.811934,0.612200,-0.008143,0.018801,0.159630,0.226642,1.667183,-0.947458,-1.969734,0.004273,-0.188841,0.075819,0.922330
527,-0.575042,-0.614350,0.540278,-0.456566,-0.009219,0.017599,0.160352,0.225346,1.465750,-0.570768,-2.323158,0.007046,-0.189566,0.071267,0.922330
528,-0.916930,-0.331757,0.221758,-0.203114,-0.010938,0.016938,0.160468,0.224534,1.303382,-0.223617,-2.794433,0.009501,-0.189630,0.065839,0.922330
529,-0.975885,0.210328,-0.058403,0.105132,-0.012762,0.017303,0.160054,0.224309,1.121157,0.058436,2.929314,0.011602,-0.189161,0.071252,0.922330
530,-0.633218,0.736024,-0.239382,0.420187,-0.013933,0.018659,0.159301,0.224678,0.906054,0.241729,2.281253,0.013290,-0.188348,0.075422,0.923077
531,-0.005643,0.954273,-0.298884,0.691779,-0.013917,0.020421,0.158438,0.225558,0.694807,0.303523,1.576709,0.014574,-0.187422,0.078250,0.923077
532,0.368628,0.884257,-0.286711,0.809962,-0.013198,0.022045,0.157601,0.226656,0.603979,0.290792,1.175824,0.015681,-0.186523,0.080313,0.923077
533,0.368628,0.884257,-0.286711,0.809962,-0.012482,0.023663,0.156768,0.227751,0.603979,0.290792,1.175824,0.016785,-0.185627,0.082368,0.923077
534,0.368628,0.884257,-0.286711,0.809962,-0.011768,0.025274,0.155937,0.228841,0.603979,0.290792,1.175824,0.017885,-0.184735,0.084416,0.923077
535,0.368628,0.884257,-0.286711,0.809962,-0.011057,0.026880,0.155110,0.229927,0.603979,0.290792,1.175824,0.018980,-0.183846,0.086456,0.914286
536,0.368628,0.884257,-0.286711,0.809962,-0.010349,0.028480,0.154285,0.231010,0.603979,0.290792,1.175824,0.020072,-0.182961,0.088488,0.914286
537,0.368628,0.884257,-0.286711,0.809962,-0.009643,0.030073,0.153464,0.232088,0.603979,0.290792,1.175824,0.021159,-0.182079,0.090513,0.914286
538,0.368628,0.884257,-0.286711,0.809962,-0.008940,0.031661,0.152646,0.233162,0.603979,0.290792,1.175824,0.022242,-0.181200,0.092530,0.914286
539,0.368628,0.884257,-0.286711,0.809962,-0.008239,0.033243,0.151831,0.234232,0.603979,0.290792,1.175824,0.023322,-0.180324,0.094540,0.914286
540,0.350349,0.891691,-0.286606,0.803321,-0.007575,0.034832,0.151019,0.235286,0.622537,0.290682,1.196422,0.024431,-0.179452,0.096581,0.915094
541,-0.080800,0.970777,-0.225973,0.624477,-0.007711,0.036562,0.150322,0.236005,1.047089,0.227941,1.653838,0.026322,-0.178699,0.099459,0.915094
542,-0.493978,0.868320,-0.044785,0.379747,-0.008608,0.038097,0.149962,0.236270,1.507407,0.044800,2.088026,0.029054,-0.178286,0.103128,0.915094
543,-0.711156,0.679847,0.179067,0.138636,-0.009902,0.039279,0.150016,0.236091,1.952039,-0.180038,2.378699,0.032596,-0.178290,0.107319,0.915094
544,-0.760669,0.546538,0.350255,-0.054945,-0.011282,0.040211,0.150384,0.235556,2.437100,-0.357844,2.518561,0.037016,-0.178620,0.111751,0.915094
545,-0.763507,0.516644,0.387475,-0.163903,-0.012662,0.041086,0.150819,0.234823,2.971721,-0.397891,2.546695,0.042400,-0.179022,0.116219,0.915888
546,-0.821126,0.510796,0.254638,-0.166960,-0.014143,0.041946,0.151009,0.234087,-2.807958,-0.257473,2.585105,0.037180,-0.179166,0.120741,0.915888
547,-0.918394,0.394938,-0.023985,-0.062815,-0.015796,0.042591,0.150689,0.233544,-2.392794,0.023987,2.735468,0.032738,-0.178794,0.125521,0.915888
548,-0.923762,0.104757,-0.368361,0.129287,-0.017453,0.042705,0.149742,0.233354,-2.023205,0.377246,3.028672,0.028986,-0.177780,0.130819,0.915888
549,-0.692655,-0.275888,-0.666420,0.372725,-0.018683,0.042124,0.148255,0.233608,-1.580408,0.729397,-2.762548,0.026054,-0.176127,0.125548,0.915888
550,-0.200132,-0.548326,-0.811964,0.619635,-0.019012,0.041051,0.146509,0.234309,-0.862364,0.947509,-1.920761,0.024439,-0.174084,0.121828,0.907407
551,0.235596,-0.438735,-0.867183,0.740520,-0.018550,0.040180,0.144670,0.235228,0.017091,1.049517,-1.077998,0.024426,-0.171864,0.119650,0.907407
552,0.594742,-0.180234,-0.783453,0.783667,-0.017439,0.039781,0.142988,0.236222,0.856924,0.900202,-0.294248,0.025934,-0.169921,0.118900,0.907407
553,0.841083,0.132464,-0.524435,0.761315,-0.015887,0.039948,0.141781,0.237171,1.352872,0.552052,0.156209,0.028333,-0.168616,0.118968,0.907407
554,0.906130,0.397979,-0.143321,0.660808,-0.014223,0.040595,0.141267,0.237936,1.684793,0.143816,0.413842,0.031323,-0.168052,0.119500,0.907407
555,0.817413,0.515374,0.257344,0.484456,-0.012724,0.041450,0.141476,0.238380,1.999793,-0.260272,0.562540,0.034870,-0.168218,0.120298,0.899083
556,0.681653,0.456695,0.571645,0.248880,-0.011475,0.042197,0.142250,0.238399,2.401509,-0.608509,0.590294,0.039127,-0.169010,0.121144,0.908257
557,0.611982,0.296196,0.733312,-0.017594,-0.010356,0.042653,0.143311,0.237939,2.981286,-0.823180,0.450762,0.044409,-0.170184,0.121736,0.908257
558,0.648239,0.173144,0.741490,-0.278180,-0.009176,0.042887,0.144383,0.237014,-2.635065,-0.835288,0.261006,0.039607,-0.171376,0.121985,0.908257
559,0.727705,0.200411,0.655958,-0.499522,-0.007857,0.043169,0.145298,0.235697,-2.107762,-0.715451,0.268740,0.035766,-0.172350,0.122248,0.908257
560,0.729205,0.389783,0.562432,0.653039,-0.006541,0.043788,0.146043,0.236442,-1.738243,-0.597324,0.490890,0.032598,-0.173109,0.122906,0.908257
561,0.559823,0.637010,0.529921,0.722969,-0.005532,0.044845,0.146727,0.237309,-1.481533,-0.558508,0.849801,0.029899,-0.173796,0.124202,0.909091
562,0.223991,0.784465,0.578311,0.708801,-0.005123,0.046161,0.147495,0.238148,-1.345511,-0.616656,1.292664,0.027451,-0.174584,0.126281,0.909091
563,-0.175882,0.718216,0.673224,0.625025,-0.005427,0.047355,0.148429,0.238835,-1.376325,-0.738560,1.810957,0.024958,-0.175585,0.129273,0.909091
564,-0.501223,0.433833,0.748708,-0.498311,-0.006306,0.048040,0.149493,0.237528,-1.627422,-0.846111,2.428141,0.022028,-0.176774,0.133349,0.909091
565,-0.663968,0.032287,0.747064,-0.361984,-0.007470,0.048012,0.150551,0.236467,-2.056699,-0.843634,3.093004,0.018349,-0.177954,0.138587,0.909091
566,-0.670994,-0.351451,0.652878,-0.248207,-0.008642,0.047306,0.151438,0.235611,-2.487027,-0.711378,-2.659105,0.013923,-0.178897,0.133645,0.909910
567,-0.600082,-0.620558,0.504786,-0.183261,-0.009685,0.046128,0.152061,0.234872,-2.849131,-0.529135,-2.339421,0.008873,-0.179515,0.129283,0.909910
568,-0.534898,-0.755471,0.378348,-0.181163,-0.010610,0.044717,0.152460,0.234140,3.097381,-0.388011,-2.186892,0.014311,-0.179882,0.125205,0.909910
569,-0.521835,-0.775684,0.354968,-0.194466,-0.011508,0.043275,0.152816,0.233387,2.987132,-0.362880,-2.162992,0.019535,-0.180203,0.121184,0.909910
570,-0.521835,-0.775684,0.354968,-0.194466,-0.012403,0.041839,0.153170,0.232636,2.987132,-0.362880,-2.162992,0.024742,-0.180524,0.117176,0.909910
571,-0.680868,-0.688501,0.249771,-0.128311,-0.013574,0.040559,0.153340,0.232004,3.077738,-0.252444,-2.350621,0.030088,-0.180650,0.112854,0.910714
572,-0.933462,-0.347011,-0.090724,0.054710,-0.015182,0.039882,0.152913,0.231694,-3.027397,0.090849,-2.785677,0.024743,-0.180175,0.107787,0.910714
573,-0.896927,-0.015830,-0.441896,0.226283,-0.016721,0.039785,0.151875,0.231684,-2.905006,0.457711,-3.123946,0.019630,-0.179062,0.102147,0.910714
574,-0.666733,0.144850,-0.731085,0.371361,-0.017854,0.039968,0.150337,0.231928,-2.769743,0.819911,2.927664,0.014771,-0.177322,0.107070,0.910714
575,-0.407315,0.085067,-0.909317,0.477308,-0.018531,0.040046,0.148494,0.232355,-2.457386,1.141640,2.935704,0.010471,-0.175028,0.111989,0.910714
576,-0.263203,-0.131165,-0.955782,0.533785,-0.018956,0.039749,0.146577,0.232878,-1.532376,1.272309,-2.679271,0.007793,-0.172515,0.107143,0.911504
577,-0.295049,-0.374375,-0.879085,0.534755,-0.019434,0.039031,0.144799,0.233401,-0.875341,1.073939,-2.238246,0.006262,-0.170355,0.103078,0.911504
578,-0.470860,-0.526856,-0.707612,-0.479584,-0.020215,0.038052,0.143324,0.232168,-0.755005,0.786113,-2.300129,0.004945,-0.168700,0.098920,0.911504
579,-0.703739,-0.525679,-0.477927,-0.372651,-0.021396,0.037079,0.142251,0.231123,-0.801562,0.498293,-2.500027,0.003552,-0.167548,0.094432,0.911504
580,-0.899617,-0.374814,-0.224062,-0.223662,-0.022910,0.036368,0.141620,0.230339,-0.916750,0.225981,-2.746826,0.001965,-0.166869,0.089533,0.911504
581,-0.984572,-0.174312,-0.015308,-0.079772,-0.024565,0.036006,0.141350,0.229805,-1.037306,0.015309,-2.966365,0.000177,-0.166556,0.084273,0.912281
582,-0.985506,-0.169307,-0.010666,-0.076370,-0.026216,0.035653,0.141088,0.229279,-1.040192,0.010666,-2.971457,-0.001611,-0.166251,0.079023,0.912281
583,-0.985506,-0.169307,-0.010666,-0.076370,-0.027862,0.035301,0.140828,0.228755,-1.040192,0.010666,-2.971457,-0.003392,-0.165948,0.073790,0.912281
584,-0.985506,-0.169307,-0.010666,-0.076370,-0.029501,0.034951,0.140569,0.228232,-1.040192,0.010666,-2.971457,-0.005168,-0.165645,0.068576,0.912281
585,-0.985506,-0.169307,-0.010666,-0.076370,-0.031136,0.034602,0.140310,0.227712,-1.040192,0.010666,-2.971457,-0.006937,-0.165344,0.063379,0.912281
586,-0.989811,-0.142350,-0.003214,-0.062826,-0.032772,0.034300,0.140065,0.227216,-1.033858,0.003214,-2.998756,-0.008689,-0.165056,0.058154,0.913043
587,-0.998236,0.043947,0.039918,0.028891,-0.034416,0.034316,0.139895,0.226878,-1.006547,-0.039929,3.097596,-0.010389,-0.164843,0.063332,0.913043
588,-0.967000,0.241508,0.081142,0.126271,-0.036002,0.034669,0.139795,0.226707,-1.007321,-0.081231,2.896849,-0.012085,-0.164701,0.068151,0.913043
589,-0.896395,0.423771,0.129978,0.221265,-0.037463,0.035329,0.139778,0.226698,-1.038960,-0.130346,2.699981,-0.013828,-0.164643,0.072619,0.913043
590,-0.796113,0.572294,0.196683,0.309317,-0.038749,0.036239,0.139875,0.226838,-1.099186,-0.197974,2.518321,-0.015668,-0.164699,0.076764,0.913043
591,-0.683642,0.671232,0.286500,0.385534,-0.039840,0.037314,0.140123,0.227106,-1.183650,-0.290571,2.365354,-0.017644,-0.164912,0.080637,0.913793
592,-0.579875,0.711132,0.397537,0.445917,-0.040752,0.038452,0.140557,0.227476,-1.289670,-0.408831,2.254873,-0.019793,-0.165324,0.084309,0.913793
593,-0.504144,0.689488,0.520043,-0.487483,-0.041534,0.039550,0.141197,0.226270,-1.419864,-0.546902,2.202148,-0.022154,-0.165968,0.087881,0.913793
594,-0.468994,0.610459,0.638267,0.508623,-0.042253,0.040511,0.142034,0.226745,-1.585155,-0.692245,2.225884,-0.024785,-0.166854,0.091480,0.913793
595,-0.476589,0.483375,0.734310,0.509284,-0.042983,0.041255,0.143030,0.227220,-1.804502,-0.824650,2.349126,-0.027776,-0.167959,0.095274,0.913793
596,-0.517753,0.320613,0.793183,-0.491043,-0.043780,0.041724,0.144120,0.226015,-2.091047,-0.916018,2.587146,-0.031238,-0.169214,0.099455,0.914530
597,-0.574061,0.135698,0.807490,-0.457048,-0.044668,0.041882,0.145232,0.224871,-2.412711,-0.939884,2.909470,-0.035227,-0.170505,0.104162,0.914530
598,-0.622458,-0.057603,0.780531,-0.411917,-0.045634,0.041715,0.146294,0.223806,-2.685931,-0.895514,-3.049314,-0.039660,-0.171718,0.098889,0.914530
599,-0.641634,-0.247194,0.726086,-0.361013,-0.046629,0.041233,0.147262,0.222830,-2.858817,-0.812613,-2.773860,-0.044366,-0.172788,0.094093,0.914530
600,-0.616946,-0.419692,0.665760,-0.310602,-0.047580,0.040465,0.148126,0.221941,-2.936862,-0.728511,-2.544229,-0.049187,-0.173714,0.089696,0.914530
601,-0.544401,-0.561566,0.623115,-0.266943,-0.048407,0.039463,0.148916,0.221127,-2.947953,-0.672719,-2.340675,-0.054010,-0.174544,0.085652,0.915254
602,-0.431200,-0.658365,0.616946,-0.235942,-0.049043,0.038304,0.149694,0.220368,-2.921254,-0.664856,-2.150648,-0.058773,-0.175359,0.081937,0.915254
603,-0.291976,-0.696690,0.655266,-0.222391,-0.049445,0.037085,0.150532,0.219634,-2.884966,-0.714535,-1.967650,-0.063460,-0.176253,0.078538,0.915254
604,-0.145315,-0.665806,0.731837,-0.229837,-0.049604,0.035921,0.151495,0.218890,-2.869128,-0.821014,-1.785681,-0.068105,-0.177320,0.075452,0.915254
605,-0.005766,-0.561625,0.827372,0.260082,-0.049532,0.034933,0.152612,0.218958,-2.914263,-0.974412,-1.581063,-0.072810,-0.178638,0.072714,0.915254
606,0.110984,-0.403026,0.908434,0.308940,-0.049267,0.034211,0.153859,0.219106,-3.088297,-1.139523,-1.302080,-0.077786,-0.180223,0.070445,0.915966
607,0.122630,-0.383123,0.915521,0.315278,-0.048984,0.033523,0.155114,0.219265,-3.120871,-1.156802,-1.261022,-0.082799,-0.181832,0.068252,0.915966
608,0.122630,-0.383123,0.915521,0.315278,-0.048701,0.032838,0.156365,0.219423,-3.120871,-1.156802,-1.261022,-0.087796,-0.183436,0.066065,0.915966
609,0.122630,-0.383123,0.915521,0.315278,-0.048420,0.032155,0.157611,0.219580,-3.120871,-1.156802,-1.261022,-0.092776,-0.185034,0.063886,0.915966
610,0.122630,-0.383123,0.915521,0.315278,-0.048140,0.031474,0.158854,0.219737,-3.120871,-1.156802,-1.261022,-0.097740,-0.186627,0.061714,0.915966
611,0.122630,-0.383123,0.915521,0.315278,-0.047860,0.030796,0.160092,0.219893,-3.120871,-1.156802,-1.261022,-0.102688,-0.188215,0.059549,0.908333
612,0.122630,-0.383123,0.915521,0.315278,-0.047582,0.030119,0.161326,0.220049,-3.120871,-1.156802,-1.261022,-0.107620,-0.189798,0.057391,0.908333
613,0.122630,-0.383123,0.915521,0.315278,-0.047304,0.029445,0.162557,0.220204,-3.120871,-1.156802,-1.261022,-0.112535,-0.191375,0.055241,0.908333
614,0.122630,-0.383123,0.915521,0.315278,-0.047027,0.028773,0.163783,0.220359,-3.120871,-1.156802,-1.261022,-0.117435,-0.192948,0.053097,0.908333
615,0.122630,-0.383123,0.915521,0.315278,-0.046751,0.028103,0.165005,0.220514,-3.120871,-1.156802,-1.261022,-0.122319,-0.194515,0.050960,0.908333
616,0.122630,-0.383123,0.915521,0.315278,-0.046476,0.027436,0.166224,0.220667,-3.120871,-1.156802,-1.261022,-0.127186,-0.196077,0.048830,0.908333
617,0.052208,-0.461640,0.885530,0.307747,-0.046316,0.026643,0.167390,0.220809,-3.027509,-1.087633,-1.458182,-0.131887,-0.197522,0.046388,0.909091
618,-0.113237,-0.548256,0.828609,-0.309535,-0.046425,0.025713,0.168460,0.219950,-2.952776,-0.976618,-1.774473,-0.136452,-0.198783,0.043441,0.909091
619,-0.271334,-0.533287,0.801238,-0.332077,-0.046788,0.024810,0.169482,0.219059,-2.936063,-0.929361,-2.041456,-0.140974,-0.199963,0.040073,0.909091
620,-0.390877,-0.437922,0.809592,-0.369957,-0.047343,0.024064,0.170514,0.218109,-2.910306,-0.943456,-2.299493,-0.145441,-0.201162,0.036300,0.909091
621,-0.454304,-0.291253,0.841890,-0.416367,-0.047998,0.023556,0.171595,0.217087,-2.828858,-1.000777,-2.571502,-0.149762,-0.202450,0.032100,0.909091
622,-0.463688,-0.121387,0.877644,-0.464171,-0.048667,0.023323,0.172730,0.215992,-2.650310,-1.070924,-2.885553,-0.153782,-0.203846,0.027410,0.909836
623,-0.437602,0.047611,0.897908,0.506069,-0.049291,0.023362,0.173894,0.216457,-2.361327,-1.114993,3.033219,-0.157326,-0.205308,0.032234,0.909836
624,-0.403526,0.198423,0.893194,0.535826,-0.049859,0.023642,0.175047,0.216969,-2.030981,-1.104398,2.684589,-0.160328,-0.206749,0.036485,0.909836
625,-0.387297,0.319734,0.864738,0.548890,-0.050398,0.024116,0.176151,0.217500,-1.767188,-1.044628,2.451464,-0.162899,-0.208090,0.040349,0.909836
626,-0.405446,0.402158,0.820904,0.542592,-0.050966,0.024720,0.177181,0.218019,-1.609755,-0.962992,2.360265,-0.165211,-0.209296,0.044055,0.909836
627,-0.461453,0.441492,0.769510,0.516721,-0.051620,0.025385,0.178125,0.218496,-1.543269,-0.878074,2.378298,-0.167409,-0.210362,0.047778,0.910569
628,-0.547244,0.438270,0.713052,-0.473467,-0.052410,0.026042,0.178977,0.217394,-1.549363,-0.793842,2.466323,-0.169609,-0.211292,0.051629,0.910569
629,-0.648695,0.401464,0.646546,-0.416793,-0.053358,0.026639,0.179721,0.216386,-1.611997,-0.703048,2.587406,-0.171902,-0.212073,0.055660,0.910569
630,-0.749536,0.349836,0.561971,-0.352496,-0.054463,0.027152,0.180327,0.215483,-1.714626,-0.596767,2.704908,-0.174351,-0.212684,0.059866,0.910569
631,-0.834050,0.310647,0.455916,-0.288043,-0.055698,0.027601,0.180764,0.214685,-1.840782,-0.473402,2.785054,-0.176992,-0.213097,0.064184,0.910569
632,-0.889220,0.311802,0.334765,-0.230718,-0.057017,0.028051,0.181008,0.213980,-1.980613,-0.341356,2.804341,-0.179846,-0.213300,0.068520,0.911290
633,-0.902322,0.372102,0.217612,-0.187584,-0.058352,0.028594,0.181066,0.213346,-2.128853,-0.219367,2.750458,-0.182925,-0.213310,0.072757,0.911290
634,-0.860443,0.492973,0.128898,-0.163821,-0.059617,0.029327,0.180983,0.212751,-2.280715,-0.129257,2.621316,-0.186234,-0.213177,0.076777,0.911290
635,-0.749858,0.655423,0.090185,-0.163141,-0.060704,0.030313,0.180840,0.212159,-2.422223,-0.090308,2.423294,-0.189755,-0.212984,0.080472,0.911290
636,-0.564506,0.818265,0.108514,-0.186787,-0.061497,0.031552,0.180727,0.211531,-2.524503,-0.108729,2.174699,-0.193426,-0.212820,0.083765,0.911290
637,-0.305829,0.937196,0.167725,-0.233626,-0.061880,0.032974,0.180706,0.210833,-2.557841,-0.168522,1.886224,-0.197138,-0.212750,0.086595,0.912000
638,0.005256,0.973197,0.229912,-0.299716,-0.061775,0.034447,0.180783,0.210032,-2.499380,-0.231988,1.565396,-0.200746,-0.212780,0.088912,0.912000
639,0.330078,0.911324,0.246044,-0.378850,-0.061162,0.035819,0.180885,0.209111,-2.350129,-0.248597,1.223298,-0.204110,-0.212836,0.090688,0.912000
640,0.616043,0.768261,0.173969,-0.462960,-0.060104,0.036964,0.180875,0.208061,-2.143594,-0.174859,0.894918,-0.207140,-0.212777,0.091944,0.912000
641,0.807817,0.589427,-0.002699,0.542898,-0.058750,0.037826,0.180588,0.208583,-1.925201,0.002699,0.630352,-0.209821,-0.212441,0.092784,0.912000
642,0.861407,0.434708,-0.262691,0.609262,-0.057316,0.038444,0.179898,0.209207,-1.710902,0.265810,0.467359,-0.212159,-0.211696,0.093368,0.912698
643,0.761630,0.358421,-0.539865,0.652277,-0.056043,0.038942,0.178778,0.209896,-1.473866,0.570277,0.439850,-0.214121,-0.210480,0.093906,0.912698
644,0.725826,0.354882,-0.589267,0.657437,-0.054829,0.039432,0.177586,0.210591,-1.418476,0.630151,0.454757,-0.215991,-0.209174,0.094467,0.912698
645,0.725826,0.354882,-0.589267,0.657437,-0.053618,0.039921,0.176397,0.211284,-1.418476,0.630151,0.454757,-0.217855,-0.207873,0.095025,0.912698
646,0.725826,0.354882,-0.589267,0.657437,-0.052412,0.040409,0.175212,0.211975,-1.418476,0.630151,0.454757,-0.219714,-0.206576,0.095582,0.912698
647,0.749960,0.319201,-0.579370,0.651151,-0.051172,0.040840,0.174045,0.212653,-1.471618,0.617956,0.402399,-0.221649,-0.205302,0.096056,0.913386
648,0.894062,0.051463,-0.444978,0.581965,-0.049713,0.040856,0.173090,0.213223,-1.846038,0.461150,0.057497,-0.224156,-0.204273,0.095997,0.913386
649,0.960796,-0.167078,-0.221259,-0.472308,-0.048156,0.040536,0.172482,0.212167,-2.166435,0.223105,-0.172174,-0.227148,-0.203615,0.095584,0.913386
650,0.960178,-0.277095,0.035741,-0.329048,-0.046605,0.040047,0.172272,0.211334,-2.458900,-0.035749,-0.280953,-0.230582,-0.203356,0.095004,0.913386
651,0.927392,-0.263510,0.265529,-0.159727,-0.045108,0.039581,0.172415,0.210764,-2.777061,-0.268753,-0.276844,-0.234493,-0.203457,0.094433,0.913386
652,0.899226,-0.146673,0.412165,0.025500,-0.043660,0.039295,0.172783,0.210480,3.124194,-0.424829,-0.161686,-0.229342,-0.203796,0.094040,0.914062
653,0.899246,0.022554,0.436862,0.214089,-0.042216,0.039269,0.173187,0.210486,2.692823,-0.452108,0.025076,-0.224867,-0.204177,0.093935,0.914062
654,0.927716,0.179036,0.327550,0.393788,-0.040733,0.039483,0.173423,0.210766,2.283949,-0.333710,0.190642,-0.221031,-0.204375,0.094083,0.914062
655,0.959966,0.260748,0.102351,0.551255,-0.039205,0.039821,0.173315,0.211286,1.946711,-0.102531,0.265223,-0.217721,-0.204219,0.094344,0.914062
656,0.964822,0.261204,-0.029850,0.613568,-0.037675,0.040158,0.173005,0.211899,1.810533,0.029855,0.264390,-0.214630,-0.203862,0.094603,0.914062
657,0.966750,0.251650,-0.045456,0.614332,-0.036146,0.040480,0.172673,0.212512,1.811196,0.045472,0.254653,-0.211546,-0.203483,0.094847,0.914729
658,0.925761,0.037361,-0.376259,0.603035,-0.034684,0.040476,0.171838,0.213105,1.825843,0.385755,0.040335,-0.208450,-0.202587,0.094764,0.914729
659,0.706857,-0.149885,-0.691294,0.524950,-0.033559,0.040187,0.170529,0.213578,1.848744,0.763279,-0.208949,-0.205328,-0.201122,0.094303,0.914729
660,0.396823,-0.190323,-0.897947,0.386191,-0.032907,0.039838,0.168910,0.213840,1.899134,1.115082,-0.447208,-0.202140,-0.199127,0.093483,0.914729
661,0.124720,-0.064926,-0.990065,0.202971,-0.032668,0.039679,0.167156,0.213823,2.174846,1.429721,-0.479969,-0.198544,-0.196663,0.092615,0.914729
662,-0.000444,0.172346,-0.985036,-0.005391,-0.032619,0.039879,0.165416,0.213492,-1.726218,1.397585,1.573371,-0.200851,-0.194255,0.094852,0.915385
663,0.071007,0.414364,-0.907337,-0.214061,-0.032463,0.040444,0.163798,0.212847,-1.559720,1.136906,1.401080,-0.202901,-0.192247,0.096822,0.915385
664,0.308493,0.552945,-0.774005,-0.401134,-0.031950,0.041216,0.162386,0.211923,-1.560948,0.885143,1.061902,-0.204946,-0.190625,0.098275,0.915385
665,0.617154,0.521323,-0.589358,0.545271,-0.030974,0.041938,0.161255,0.212424,-1.601168,0.630264,0.701421,-0.207046,-0.189390,0.099182,0.915385
